====================================================================================================
RELATORIO SIGTAP - COMPETENCIA 06/2025
Valores extraidos do site SIGTAP para validacao
====================================================================================================

Total de procedimentos no SIGTAP para 06/2025: 125

==================================================================================================================================
TABELA COMPLETA DE PROCEDIMENTOS SIGTAP
==================================================================================================================================
Codigo       Nome                                               SA         SH         TA         SP         TH Complexidade          
                                                           Srv.Amb   Srv.Hosp    Tot.Amb   Srv.Prof   Tot.Hosp
----------------------------------------------------------------------------------------------------------------------------------
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202120090
  Nome:                            TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205010032
  Nome:                            ECOCARDIOGRAFIA TRANSTORACICA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 67.86
  Total Ambulatorial (TA):         R$ 67.86
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 67.86
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205010059
  Nome:                            ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 42.90
  Total Ambulatorial (TA):         R$ 42.90
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 42.90
  Idade Minima:                    8 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020046
  Nome:                            ULTRASSONOGRAFIA DE ABDOMEN TOTAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 37.95
  Total Ambulatorial (TA):         R$ 37.95
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 37.95
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020054
  Nome:                            ULTRASSONOGRAFIA DE APARELHO URINÁRIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020089
  Nome:                            ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020097
  Nome:                            ULTRASSONOGRAFIA MAMARIA BILATERAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    10 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020143
  Nome:                            ULTRASSONOGRAFIA OBSTETRICA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    8 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020151
  Nome:                            ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 39.60
  Total Ambulatorial (TA):         R$ 39.60
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 39.60
  Idade Minima:                    8 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020160
  Nome:                            ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0205020186
  Nome:                            ULTRASSONOGRAFIA TRANSVAGINAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 24.20
  Total Ambulatorial (TA):         R$ 24.20
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 24.20
  Idade Minima:                    9 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0211020036
  Nome:                            ELETROCARDIOGRAMA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0211040061
  Nome:                            TOCOCARDIOGRAFIA ANTE-PARTO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0214010015
  Nome:                            GLICEMIA CAPILAR
  Descricao:                       N/A
  Complexidade:                    Atenção Básica
  Financiamento:                   Atenção Básica (PAB)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0214010040
  Nome:                            TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 1.00
  Total Ambulatorial (TA):         R$ 1.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 1.00
  Idade Minima:                    9 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0214010058
  Nome:                            TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 1.00
  Total Ambulatorial (TA):         R$ 1.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 1.00
  Idade Minima:                    2 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0301010048
  Nome:                            CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0301010145
  Nome:                            PRIMEIRA CONSULTA DE PEDIATRIA AO RECEM-NASCIDO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 10.00
  Total Hospitalar (TH = SH + SP): R$ 10.00
  Idade Minima:                    0 anos
  Idade Maxima:                    0 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0301010170
  Nome:                            CONSULTA/AVALIAÇÃO EM PACIENTE INTERNADO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0301060088
  Nome:                            DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 33.34
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 10.88
  Total Hospitalar (TH = SH + SP): R$ 44.22
  Idade Minima:                    19 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0302010033
  Nome:                            ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NEONATO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 6.35
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 6.35
  Idade Minima:                    0 anos
  Idade Maxima:                    1 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0302040013
  Nome:                            ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO COM COMPLICAÇÕES SISTÊMICAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 6.35
  Total Ambulatorial (TA):         R$ 6.35
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 6.35
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0302040021
  Nome:                            ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO SEM COMPLICAÇÕES SISTÊMICAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 4.67
  Total Ambulatorial (TA):         R$ 4.67
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 4.67
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0302050019
  Nome:                            ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MÚSCULO ESQUELÉTICAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 6.35
  Total Ambulatorial (TA):         R$ 6.35
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 6.35
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0302050027
  Nome:                            ATENDIMENTO FISIOTERAPÊUTICO NAS ALTERAÇÕES MOTORAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 4.67
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 4.67
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303030038
  Nome:                            TRATAMENTO DE DIABETES MELLITUS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 310.79
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 50.01
  Total Hospitalar (TH = SH + SP): R$ 360.80
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303100010
  Nome:                            TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 131.89
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 22.41
  Total Hospitalar (TH = SH + SP): R$ 154.30
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303100036
  Nome:                            TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 97.01
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 26.98
  Total Hospitalar (TH = SH + SP): R$ 123.99
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303100044
  Nome:                            TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 85.25
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 23.99
  Total Hospitalar (TH = SH + SP): R$ 109.24
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303150033
  Nome:                            TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 171.65
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 27.16
  Total Hospitalar (TH = SH + SP): R$ 198.81
  Idade Minima:                    12 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0303150050
  Nome:                            TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 188.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 30.68
  Total Hospitalar (TH = SH + SP): R$ 218.68
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0305020013
  Nome:                            TRATAMENTO DA PIELONEFRITE
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 176.56
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 27.94
  Total Hospitalar (TH = SH + SP): R$ 204.50
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0306020068
  Nome:                            TRANSFUSAO DE CONCENTRADO DE HEMACIAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 8.39
  Total Ambulatorial (TA):         R$ 8.09
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 8.39
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0306020106
  Nome:                            TRANSFUSAO DE PLASMA FRESCO
  Descricao:                       N/A
  Complexidade:                    Alta Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 8.39
  Total Ambulatorial (TA):         R$ 8.09
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 8.39
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0310010020
  Nome:                            ATENDIMENTO AO RECEM-NASCIDO NO MOMENTO DO NASCIMENTO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 55.20
  Total Hospitalar (TH = SH + SP): R$ 55.20
  Idade Minima:                    0 anos
  Idade Maxima:                    0 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0310010039
  Nome:                            PARTO NORMAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 267.60
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 175.80
  Total Hospitalar (TH = SH + SP): R$ 443.40
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0310010047
  Nome:                            PARTO NORMAL EM GESTACAO DE ALTO RISCO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 374.41
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 242.78
  Total Hospitalar (TH = SH + SP): R$ 617.19
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0310010055
  Nome:                            PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 267.60
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 175.80
  Total Hospitalar (TH = SH + SP): R$ 443.40
  Idade Minima:                    15 anos
  Idade Maxima:                    40 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0401010015
  Nome:                            CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 32.40
  Total Ambulatorial (TA):         R$ 32.40
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 32.40
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0407040161
  Nome:                            LAPAROTOMIA EXPLORADORA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 497.20
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 139.99
  Total Hospitalar (TH = SH + SP): R$ 637.19
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0409060011
  Nome:                            CERCLAGEM DE COLO DO UTERO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 97.31
  Total Ambulatorial (TA):         R$ 12.97
  Servico Profissional (SP):       R$ 80.70
  Total Hospitalar (TH = SH + SP): R$ 178.01
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0409060070
  Nome:                            ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 66.32
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 76.52
  Total Hospitalar (TH = SH + SP): R$ 142.84
  Idade Minima:                    9 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0409060135
  Nome:                            HISTERECTOMIA TOTAL
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 590.44
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 317.49
  Total Hospitalar (TH = SH + SP): R$ 907.93
  Idade Minima:                    12 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0409060216
  Nome:                            OOFORECTOMIA / OOFOROPLASTIA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 358.00
  Total Ambulatorial (TA):         R$ 0.00
