====================================================================================================
RELATORIO SIGTAP - COMPETENCIA 06/2025
Valores extraidos do site SIGTAP para validacao
====================================================================================================

Total de procedimentos no SIGTAP para 06/2025: 125

==================================================================================================================================
TABELA COMPLETA DE PROCEDIMENTOS SIGTAP
==================================================================================================================================
Codigo       Nome                                               SA         SH         TA         SP         TH Complexidade          
                                                           Srv.Amb   Srv.Hosp    Tot.Amb   Srv.Prof   Tot.Hosp
----------------------------------------------------------------------------------------------------------------------------------
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010503
  Nome:                            DOSAGEM DE HEMOGLOBINA GLICOSILADA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010562
  Nome:                            DOSAGEM DE MAGNESIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010600
  Nome:                            DOSAGEM DE POTASSIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010627
  Nome:                            DOSAGEM DE PROTEINAS TOTAIS E FRACOES
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010635
  Nome:                            DOSAGEM DE SODIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010643
  Nome:                            DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010651
  Nome:                            DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010678
  Nome:                            DOSAGEM DE TRIGLICERIDEOS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202010694
  Nome:                            DOSAGEM DE UREIA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020029
  Nome:                            CONTAGEM DE PLAQUETAS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020070
  Nome:                            DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020096
  Nome:                            DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020100
  Nome:                            DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020134
  Nome:                            DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020142
  Nome:                            DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020150
  Nome:                            DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020290
  Nome:                            DOSAGEM DE FIBRINOGENIO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020380
  Nome:                            HEMOGRAMA COMPLETO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020479
  Nome:                            PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020487
  Nome:                            PROVA DE CONSUMO DE PROTROMBINA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202020541
  Nome:                            TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030040
  Nome:                            DETECÇÃO DE ÁCIDOS NUCLEICOS DO HIV-1 (QUALITATIVO)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030202
  Nome:                            DOSAGEM DE PROTEINA C REATIVA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030300
  Nome:                            PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030474
  Nome:                            PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030636
  Nome:                            PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030644
  Nome:                            PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030679
  Nome:                            PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030806
  Nome:                            PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGG)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030890
  Nome:                            PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030970
  Nome:                            PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202030989
  Nome:                            PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202031071
  Nome:                            QUANTIFICAÇÃO DE RNA DO HIV-1
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202031110
  Nome:                            TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202031179
  Nome:                            TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    8 anos
  Idade Maxima:                    60 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202050017
  Nome:                            ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202050041
  Nome:                            CLEARANCE DE UREIA
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202050114
  Nome:                            DOSAGEM DE PROTEINAS (URINA DE 24 HORAS)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202060217
  Nome:                            DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202070026
  Nome:                            DOSAGEM DE ACIDO HIPURICO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202080196
  Nome:                            PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202090086
  Nome:                            DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    10 anos
  Idade Maxima:                    49 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202120023
  Nome:                            DETERMINACAO DIRETA E REVERSA DE GRUPO ABO
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
  Total Hospitalar (TH = SH + SP): R$ 0.00
  Idade Minima:                    0 anos
  Idade Maxima:                    130 anos
  Sexo:                            Ambos
  Permanencia Media:               0 dias

  ------------------------------------------------------------------------------------------------------------------------------
  Codigo:                          0202120082
  Nome:                            PESQUISA DE FATOR RH (INCLUI D FRACO)
  Descricao:                       N/A
  Complexidade:                    Média Complexidade
  Financiamento:                   Média e Alta Complexidade (MAC)
  Servico Ambulatorial (SA):       R$ 0.00
  Servico Hospitalar (SH):         R$ 0.00
  Total Ambulatorial (TA):         R$ 0.00
  Servico Profissional (SP):       R$ 0.00
